City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
592,Pakxan,18.3778,103.6601,61.27,85,39,3.33,LA,2021-12-21 21:44:04
593,Baghdad,33.3406,44.4009,46.31,66,0,8.05,IQ,2021-12-21 21:39:32
594,Yaring,6.8662,101.3689,79.29,88,100,0.02,TH,2021-12-21 21:44:05
595,Washington,47.5001,-120.5015,29.44,94,100,3.27,US,2021-12-21 21:41:32
596,San Quintin,30.4833,-115.95,63.77,53,100,11.41,MX,2021-12-21 21:44:05
597,Beringovskiy,63.05,179.3167,1.94,79,100,9.44,RU,2021-12-21 21:44:05
598,Bandarbeyla,9.4942,50.8122,77.31,68,88,13.89,SO,2021-12-21 21:45:06
599,Arkhangelskoye,55.8549,35.3287,-1.21,96,100,5.1,RU,2021-12-21 21:45:06
600,Takoradi,4.8845,-1.7554,80.4,69,68,5.37,GH,2021-12-21 21:45:06
601,Taoudenni,22.6783,-3.9836,72.55,28,100,11.86,ML,2021-12-21 21:45:07
602,Noumea,-22.2763,166.4572,82.38,99,32,9.73,NC,2021-12-21 21:41:45
603,Rodental,50.2833,11.0667,27.5,96,9,2.44,DE,2021-12-21 21:45:07
604,Agadir,30.4202,-9.5982,61.25,67,100,16.02,MA,2021-12-21 21:45:07
605,Sorland,67.667,12.6934,26.67,63,16,15.7,NO,2021-12-21 21:45:08
606,Hofn,64.2539,-15.2082,31.55,64,40,8.34,IS,2021-12-21 21:45:08
607,Forestville,38.8451,-76.875,42.31,57,90,4.61,US,2021-12-21 21:45:08
608,Valdivia,-39.8142,-73.2459,80.69,28,0,5.23,CL,2021-12-21 21:45:09
